MerchantID,MerchantName,MerchantCategory,Region,Country,City,OnboardedDate,Status,AnnualVolume,ContactEmail
M4168,Clark Ltd,Online,LATAM,CO,West Donaldbury,2023-12-31,Active,4718946.32,bgordon@matthews.info
M0244,Steele LLC,Online,North America,US,Davidfurt,2023-12-23,Active,38379108.89,gary04@bryant-meyer.net
M7116,Holt and Sons,RETAIL,EMEA,DE,Jamesfort,2026-01-14,Active,14978375.53,whitekatherine@johnson.com
M4709, Moore PLC,Travel,North America,US,West Josephborough,2024-03-01,Active,11220176.73,collinsmary@sanchez.com
M6677,Baker-Fry,Restaurant,EMEA,ZA,Stephanieside,2022-12-30,Active,18909492.86,kmoore@gonzalez.info
M3847,"Acosta, Browning and Rivera ",ATM Withdrawal,LATAM,CO,Whitestad,2023-05-03,Active,8924185.11,franciscosanders@mclaughlin.net
M6835, Jones-Ruiz,Restaurant,EMEA,DE,Amandabury,2021-12-19,Active,5505575.24,stacy64@huynh-meyers.biz
M6864,Young-Tran,utilities,EMEA,DE,Fernandezstad,2022-08-30,Active,23463299.22,olsencassandra@shaffer.biz
M9631,Simmons PLC ,ONLINE,LATAM,CL,East Johnville,2025-10-24,Active,10398467.51,taylorharrell@kennedy.biz
M6963,Hamilton Inc,entertainment,LATAM,AR,Priceborough,2025-08-04,Active,24602930.96,pperez@thompson-rodriguez.com
M9743,"Cox, Little and Garcia",RESTAURANT,North America,CA,Brewerland,2022-09-09,Active,17068449.57,melissaarmstrong@guerrero.info
M9052,Frazier Group,travel,EMEA,ZA,West Brian,2025-09-04,Active,30645587.17,monica98@bowman-terry.com
M8133,Jacobson-Johnson,utilities,APAC,HK,Lake Karenmouth,2022-10-02,Active,30559383.47,littleamanda@spencer.com
M5623,"Williams, Spence and Sims",retail,North America,MX,Walkershire,2021-12-14,Active,41123662.17,welchthomas@garrett.com
M4870,"Pierce, Walter and Shaw",TRAVEL,LATAM,CL,Port Jason,2023-01-08,Active,4235212.87,alvaradoedwin@williams.com
M5130," Collins, Garcia and Jackson",ENTERTAINMENT,APAC,AU,Robinsonhaven,2022-04-14,Active,12550083.87,brandy62@mckay.org
M0722,Thomas Ltd,UTILITIES,APAC,AU,East William,2024-12-16,Active,17962015.8,thomasroberts@garcia.com
M1908,"Shaffer, Thomas and Cook",Travel,APAC,IN,Phillipmouth,2023-09-19,Active,3270352.94,crystal46@graves-white.com
M8693,"Nash, Sullivan and Anderson",Online,EMEA,NL,South Davidland,2022-06-26,Active,43815005.53,hendersonsara@johnson.org
M3223,Garcia-Peterson,healthcare,North America,MX,East Jennifertown,2025-03-10,Active,26243118.84,alexandraturner@kelly-rivera.com
M9843,Gomez Ltd,RESTAURANT,APAC,JP,New Martha,2025-03-02,Active,14657798.74,vazquezpaul@taylor.org
M7883,Nichols Ltd ,utilities,EMEA,NL,Dennisport,2023-01-09,Active,12273473.32,sarahrodriguez@garcia-bird.com
M3593,"Hoffman, Mann and Moore",TRAVEL,EMEA,DE,Nicolemouth,2021-11-27,Active,42807772.72,dannyphelps@davis-jones.org
M7583, Hooper-Lewis,retail,LATAM,AR,Josephshire,2023-08-31,Active,46422894.86,justindavis@hunter.info
M3808,"Turner, Rollins and Carroll",Entertainment,LATAM,CL,Christopherfurt,2021-10-11,Active,14123283.68,wallercarl@padilla.com
M2094," Walls, Ritter and Terrell",HEALTHCARE,North America,US,Vangtown,2024-11-30,Active,11567146.6,dwhite@alvarado-brown.org
M2074,"Robertson, Norton and Jones",RESTAURANT,EMEA,AE,Grayfort,2026-04-23,Active,35974494.99,cynthia27@mills.com
M1207,"King, Moss and Wilkerson",atm withdrawal,APAC,HK,Jeremystad,2024-12-10,Active,48822217.88,idelacruz@murray.com
M6521,"Scott, Stewart and Bauer",Online,EMEA,GB,Gordonside,2025-03-27,Active,47424358.86,zpittman@williams.org
M9231,Mccall and Sons,retail,North America,CA,Allenbury,2022-04-01,Active,44879670.25,christianware@diaz.org
M5068,Conner Group,travel,North America,MX,Port Emilyfort,2024-09-09,Active,25582641.9,dickersonadam@adams.com
M2200,Hess Inc,entertainment,LATAM,CL,West Barbara,2022-04-11,Active,33137788.58,bobbysavage@williams-williams.com
M7088,Davis-Coleman ,Entertainment,North America,US,East Jeffreyshire,2023-09-18,Active,18384824.5,macktiffany@rose.com
M0724,Williams-Meadows,ENTERTAINMENT,APAC,SG,South Nicole,2023-10-02,Active,3213635.52,holdenmichael@clark.net
M2224,"Hawkins, Lopez and Johnson",ATM WITHDRAWAL,APAC,JP,East Johnathanstad,2022-08-11,Active,12268471.19,williamruiz@benitez.biz
M4240,Steele-Horton ,UTILITIES,LATAM,CO,Port Crystalmouth,2024-05-31,Active,9677767.9,kmurphy@miller.info
M9571,Miller-Armstrong,healthcare,LATAM,AR,Micheleburgh,2025-12-01,Active,8727524.35,gomezlisa@cole.info
M8161,Duncan-Goodman,online,APAC,AU,New Christina,2022-07-22,Active,3993435.63,lisabrock@hunter.com
M7641,Tucker-Valentine,utilities,APAC,IN,Markshire,2025-03-20,Active,37247245.55,joshua02@campbell-thomas.com
M7942,Davis Ltd,healthcare,LATAM,BR,Kennedyberg,2025-01-07,Active,37026823.79,ybowman@ward.com
M2732,Stewart PLC,RETAIL,EMEA,DE,New Shannon,2021-08-07,Active,27906344.68,timothyblackburn@walker-carroll.net
M4417,"Peterson, Bradley and Gibbs",restaurant,North America,MX,Teresaside,2024-09-20,Active,48220039.12,emckinney@gonzalez-tran.com
M3562,Stevens-Dean,ONLINE,North America,US,South Darlene,2026-03-04,Active,35222772.12,jon74@kennedy.com
M4994,Nguyen-Crawford,entertainment,EMEA,ZA,South Heather,2023-02-15,Active,14546285.04,karenstewart@brown.net
M2362,"Young, Hoover and Swanson",Utilities,North America,MX,Lake Christopher,2022-06-01,Active,47277176.52,larrymcdonald@reed.com
M8527,Hill-Glass,UTILITIES,North America,CA,Wrightton,2024-03-29,Active,45708640.3,carolynrivera@bond.com
M1510,Howard LLC,restaurant,LATAM,BR,Juliefurt,2025-09-02,Active,28175924.82,robertbradley@watts-thompson.net
M8879,Cooke-Reid ,retail,APAC,SG,Austinfort,2025-02-11,Active,46802949.16,davidramos@watson-henry.info
M2640,Liu-Lee,Entertainment,EMEA,AE,North Jasmin,2022-11-07,Active,40051798.31,nnolan@moreno.org
M6124,"Nguyen, Jordan and Williams",utilities,LATAM,AR,South Eric,2023-07-12,Active,14076448.63,hwood@matthews.com
M8631,"Lee, Roth and Martinez",ATM Withdrawal,APAC,JP,North Richardview,2024-05-17,Active,5505011.9,patricia02@ritter-davis.com
M6919,Stevens Group,travel,APAC,IN,Villarrealhaven,2024-12-14,Active,22108908.4,bellanthony@brown.com
M7287,Reyes Ltd ,utilities,LATAM,AR,Jamesville,2023-11-18,Active,46083387.65,tammy82@juarez.com
M1096,Merritt-Kelly ,ATM Withdrawal,North America,US,Hicksburgh,2023-08-23,Active,19529633.88,washingtonmelanie@hines-schneider.com
M4921,"Miller, Willis and Kerr",online,APAC,JP,Woodardberg,2022-03-12,Active,9894395.42,villanuevadoris@west.com
M6387,Ortiz PLC,ONLINE,LATAM,CO,Port Tannerberg,2025-10-18,Active,36363860.28,darrengraves@martinez-wright.com
M2057,Olson-Jones,Travel,North America,MX,Sparksmouth,2025-11-22,Active,28124360.18,jenniferedwards@neal-hatfield.com
M3092,Mercado-Alvarado,utilities,North America,CA,North Johnny,2025-06-05,Active,48109494.79,tannertina@carpenter.biz
M7961, Andersen Ltd,ENTERTAINMENT,LATAM,BR,Jenniferfurt,2026-04-01,Active,41085297.04,deborahriley@miller.com
M0440,Hunt-Johnston,atm withdrawal,LATAM,CL,Franciscoton,2022-03-10,Active,24555249.35,ijohns@martin-nelson.biz
M5829,"Solis, Boyd and Flores ",Restaurant,LATAM,BR,New David,2024-03-29,Active,38825860.07,yreyes@tanner.net
M4405,Bell-Watts,RESTAURANT,APAC,JP,Montgomeryville,2025-11-11,Active,42188643.66,ewallace@marshall.com
M8798,"Leach, Aguirre and Dodson",TRAVEL,LATAM,BR,Port Michael,2026-06-14,Active,12902890.24,allen04@moore.com
M0092,Jacobs-Mason,entertainment,APAC,HK,South Dalemouth,2026-05-16,Inactive,37195589.34,wagnergerald@zimmerman.net
M1974,"Davis, Williams and Robinson ",TRAVEL,EMEA,FR,South Mariah,2024-01-31,Active,18629616.0,medinajamie@lloyd-huang.com
M7111,"Klein, Garcia and Watson",Entertainment,EMEA,DE,Mckenzieville,2025-10-19,Active,1377287.27,jose06@taylor.com
M8946,Taylor LLC,utilities,EMEA,AE,New Jonathan,2021-11-28,Active,7771472.95,bmoore@williamson.com
M2766,Fletcher PLC,ATM Withdrawal,EMEA,FR,North Annefort,2024-09-02,Active,36323620.21,michellehenderson@barnes-brooks.net
M4604,Nelson Ltd,ATM Withdrawal,APAC,SG,Port Kevinstad,2022-03-07,Active,14064370.22,zgonzales@vasquez.org
M8478,"Olson, Wood and Gray",UTILITIES,LATAM,BR,Lake Nancy,2025-01-11,Active,4183370.32,cody41@hendricks.com
M3575,Shannon PLC,Travel,LATAM,BR,Port Ronaldburgh,2023-05-14,Active,28969961.67,william49@rodriguez.biz
M1655," Norris, Howe and Martinez",ENTERTAINMENT,EMEA,DE,Julieberg,2022-11-28,Active,14303376.86,lsnyder@evans.info
M7031,"Lopez, Mays and Davis",atm withdrawal,EMEA,DE,Lake Nicholeshire,2023-08-30,Active,40427776.71,downscarl@dillon.com
M1827,"Davis, Atkins and Sullivan",ENTERTAINMENT,LATAM,CO,West Stephenside,2024-01-28,Active,14780022.16,johnsonbrittany@peterson.info
M3736,"Heath, Lopez and Ray",Restaurant,LATAM,CO,Lake Andrefort,2023-01-10,Active,31516765.43,xtorres@lamb.com
M9183,Avila-Barker,Retail,APAC,IN,New Jessica,2025-11-04,Active,17051407.92,chadmendoza@barrera-strong.com
M8842,Hogan Ltd ,TRAVEL,North America,MX,Ashleyview,2024-12-03,Active,44757424.59,eric09@singh-salazar.biz
M8554," Fischer, Sanchez and Jenkins",Healthcare,North America,CA,North Joshuabury,2025-04-01,Active,1864519.96,charles67@lambert-carson.biz
M0999," Jones, Hood and Vega",travel,North America,MX,Port Richard,2022-07-20,Active,19672687.5,richard34@gray.com
M7302,"Barnett, Johnson and Anderson",retail,APAC,AU,North Nancy,2022-11-18,Active,46489225.26,toddcherry@johnson.biz
M8097,Jacobson Inc,entertainment,EMEA,GB,Landryberg,2025-03-17,Active,28989568.87,christopherburgess@allison.com
M7359,Haley-Rivera,Entertainment,LATAM,CO,Port Joseph,2026-02-13,Active,24176505.14,hamiltoncrystal@williams.com
M0513, Bell LLC,restaurant,APAC,IN,Lake Nicholas,2025-02-23,Active,38064778.1,murphybrandi@gibson-thomas.biz
M7119, Sanchez PLC,ONLINE,North America,MX,South David,2022-06-16,Active,16020458.73,nknight@cohen.com
M5765, Hicks Ltd,RESTAURANT,EMEA,GB,East Christopher,2022-03-30,Active,5862605.09,dconway@king.biz
M9260, Cunningham-Perkins,ATM WITHDRAWAL,LATAM,CO,West Jenniferton,2026-05-30,Active,15121609.06,carrie39@lin.biz
M7278,Miranda and Sons,Restaurant,LATAM,BR,Amybury,2023-11-02,Active,15097994.92,fjones@williams.com
M4282,Miller Ltd ,Entertainment,EMEA,NL,East Davidland,2026-04-24,Active,44598162.66,kylescott@james.org
M3180,Gonzalez Ltd,Retail,North America,CA,East Vincentmouth,2022-05-05,Active,26222873.03,jeffguzman@cruz.com
M2726,Gordon-Nguyen,ATM WITHDRAWAL,North America,MX,Theresaton,2024-11-21,Active,24858996.64,joshua50@padilla-burke.com
M1629,Paul-Armstrong,ATM WITHDRAWAL,North America,CA,Debrafort,2022-10-19,Active,2668142.05,colemanscott@smith-martin.com
M7813,Morgan-Williams,Entertainment,North America,MX,South Eric,2022-05-30,Active,39492165.78,ymoore@nichols.com
M6648, Powell Group,RETAIL,EMEA,FR,East Kenneth,2022-08-16,Active,21249565.88,fosterleslie@chen-martin.com
M8625,Rich-Griffith,utilities,EMEA,ZA,East Amy,2025-11-08,Active,5866492.29,cmann@carlson-robles.com
M7987,Lamb-Arroyo,ATM Withdrawal,North America,US,South Bradleyside,2021-11-04,Active,23044479.47,simmonskevin@kelley.com
M2888,"Johnson, Allison and Coleman",Retail,LATAM,AR,Danielborough,2021-06-25,Active,9975207.24,florescrystal@prince.org
M5718,"Sampson, Rivera and Miller",utilities,LATAM,CL,Toddshire,2024-06-20,Active,40824613.41,brenda25@green.biz
M7939,"Williams, Vega and Williams",atm withdrawal,APAC,SG,Mooreborough,2023-10-17,Active,42085697.48,swarren@cook.com
M3946,Green Group ,atm withdrawal,EMEA,FR,Rogerstad,2026-02-05,Active,39223234.03,wrightbrian@levine.com
M4225,Conner-Price,utilities,APAC,IN,Ewingberg,2023-04-29,Active,8623691.39,tiffany78@phillips-rodriguez.com
M6590,Edwards-Hamilton,Travel,LATAM,AR,West Matthewhaven,2022-05-17,Active,5556042.88,gonzalezheather@martin-mcmahon.com
M4711,Lambert LLC ,Travel,APAC,SG,Martinfort,2024-01-01,Active,12745440.71,tonyawalsh@morris-meyer.com
M6867,Bishop-Williams,RESTAURANT,North America,US,South Emilyton,2024-08-14,Active,32471786.39,dylanlopez@carpenter-mendez.com
M5025,"Stewart, Fuentes and Noble",restaurant,EMEA,FR,Port Melanie,2022-07-30,Active,32577852.81,cbennett@pierce.com
M7279,Vance-Chambers,atm withdrawal,APAC,SG,Lake Bettyshire,2026-03-10,Active,33969549.18,daniel67@powell-freeman.com
M5595,Williamson and Sons,ATM Withdrawal,LATAM,CL,East Jessica,2024-05-21,Active,34692301.19,imaxwell@colon.com
M5794," Flores, Jimenez and Payne",Travel,EMEA,DE,Grayfurt,2023-05-08,Active,2195912.57,wheelerpedro@chandler.com
M2465,"Mason, Flores and Murray",ATM WITHDRAWAL,EMEA,DE,Port Courtneymouth,2026-01-26,Active,1997591.01,elizabeth10@moon.com
M9890,Luna-Khan,RESTAURANT,EMEA,FR,Lake Alanville,2025-06-15,Active,32559871.35,elizabethcoleman@phillips.org
M2311, Mata Inc,UTILITIES,North America,US,Port Patrickborough,2025-07-06,Active,18145907.9,michaelflynn@lara.com
M6924,Mcdowell Inc,Utilities,EMEA,AE,New David,2024-08-07,Active,30576950.47,denisebrown@lane.org
M5967,Carter-Harris,healthcare,LATAM,AR,Veronicaburgh,2026-04-10,Active,41140666.22,mramsey@sexton.info
M0357,Camacho-Burns ,RESTAURANT,LATAM,AR,Michellebury,2023-08-07,Active,25028891.28,franklinmadison@edwards.org
M5933,Williams-Garrison,atm withdrawal,APAC,SG,East Michelle,2022-09-21,Active,23591216.03,bkirk@fisher.biz
M2880,Davis Ltd,restaurant,EMEA,NL,West Karina,2025-06-13,Active,35685813.08,patelrobert@smith.com
M1508,"Pierce, Smith and Miller ",Retail,LATAM,CO,Harveyshire,2022-05-27,Active,13701481.83,heidi02@castro-griffin.com
M3054," Cooper, Lucero and Alexander",Entertainment,EMEA,NL,Smithburgh,2022-12-04,Active,26674831.61,nicholas79@dixon.com
M1176,"Young, Tate and Arnold",retail,North America,US,Audreymouth,2022-09-15,Active,29706839.64,stewartgeorge@bishop-shaw.org
M7830,"Bryant, Thompson and Bowers",travel,North America,CA,Port Catherine,2025-09-25,Active,46377635.32,dmorris@moss.com
M5739,"James, Kelly and Moreno ",ATM WITHDRAWAL,North America,CA,Port Brettland,2025-12-03,Active,12109229.84,zperkins@potts-long.biz
M6070,"Burns, Mann and Kent",Retail,North America,US,New Adamstad,2021-09-13,Active,30981328.73,jessicadavis@bradley.net
M3689,Wagner-Moore,Entertainment,North America,US,South Scottfort,2025-10-20,Active,31395948.88,samuel58@rhodes-gonzales.com
M0156,Rodriguez Inc,utilities,LATAM,CL,East James,2024-02-03,Inactive,2628008.17,joseph61@chung-stevens.com
M5671,Nelson-Bond,Retail,LATAM,CO,Port Jessicamouth,2023-01-19,Active,48684229.42,zachary98@davis.info
M5836,Cowan-Lester,ATM WITHDRAWAL,EMEA,FR,Harrisonstad,2025-11-18,Active,34622216.42,halldawn@allen.org
M0317,"Hubbard, Miller and Baker ",RESTAURANT,APAC,SG,North Diana,2025-11-20,Active,18348107.23,jerome47@martinez.com
M7120,"Gibbs, Williams and Obrien",restaurant,LATAM,AR,North Andrewville,2022-11-26,Active,20672378.86,william23@lambert.biz
M4187, Gomez and Sons,ATM Withdrawal,APAC,IN,New Kristenport,2024-05-24,Active,3426510.01,caleb32@bird.com
M7449,Lewis-Brown ,Restaurant,North America,US,Howardstad,2024-06-12,Active,4941170.04,zwatkins@romero.biz
M0129," Taylor, Clark and Nguyen",Travel,LATAM,BR,Foxmouth,2026-03-30,Inactive,15148266.06,vbarr@gomez.com
M5990,Dominguez-Anderson,ATM WITHDRAWAL,EMEA,AE,Bakerview,2023-11-18,Active,24628295.71,brittanydavis@alexander.biz
M7744, Barker-Warner,UTILITIES,APAC,AU,Frankburgh,2023-12-07,Active,29395535.04,ecisneros@hansen.com
M4144, Williams-Reynolds,atm withdrawal,APAC,HK,Reedburgh,2024-03-15,Active,23425701.2,brendangreen@harrison-valdez.biz
M4990,"Mclaughlin, Wang and Johnson",Utilities,North America,CA,Martineztown,2024-10-25,Active,22970253.58,hhunter@hamilton.com
M2257,"Perkins, Harris and Macdonald",Entertainment,APAC,IN,Mcdonaldchester,2022-10-16,Active,17781832.02,vshields@wright.info
M2883,"Lee, Chase and Brown",healthcare,APAC,HK,Johnfurt,2024-01-11,Active,44445195.24,sarapacheco@hernandez.com
M5859,Smith-Good,Online,LATAM,CO,West Glennberg,2022-05-25,Active,41525712.65,james95@caldwell.com
M7468,Garcia-Sawyer,ENTERTAINMENT,North America,CA,Lake Jonathanside,2026-02-27,Active,12666445.73,cindy24@king.com
M9852,Johnson-Lawson,ATM WITHDRAWAL,North America,MX,South Jeffrey,2024-07-26,Active,30864628.45,kentbishop@hogan-barnes.com
M1548,Spence-Hernandez ,ATM WITHDRAWAL,North America,MX,Melissatown,2023-01-03,Active,9721046.36,travis12@perez-jones.com
M6993,Sanchez and Sons,online,APAC,HK,Tanyaland,2025-06-20,Active,24288056.8,melissale@scott.info
M5492, Smith-Nolan,Travel,APAC,SG,West Caitlinhaven,2023-09-01,Active,22622467.38,shepherdsteven@fischer.net
M5749,Wood Ltd,UTILITIES,LATAM,CO,Lake Vincent,2024-02-20,Active,32439929.88,katherine87@marshall.com
M6271,Walton-Williams,Restaurant,APAC,SG,Port James,2026-03-24,Active,25805464.77,cmarshall@bradley.com
M4509,Mcdonald-Gonzalez,atm withdrawal,EMEA,DE,South Amanda,2022-02-04,Active,16940480.08,nguyenjeffrey@taylor-williams.com
M1815,Lee-Patterson,entertainment,LATAM,AR,South Heatherville,2023-11-08,Active,5915575.32,jasminevillegas@gillespie.com
M8222,Cole-Wright,Entertainment,North America,US,Jamiemouth,2022-04-30,Active,8461706.28,donnastevenson@sanders.info
M6430,Welch Group,travel,APAC,HK,Frankfort,2023-11-27,Active,31669011.49,ppatterson@whitehead.com
M1407,"Vaughn, Norris and Combs",entertainment,North America,CA,Coryborough,2022-04-04,Active,45365025.17,whitney38@jones.com
M9164,Johnson and Sons,TRAVEL,EMEA,NL,North Sophia,2022-05-04,Active,35506115.15,jim71@alvarado-fuentes.com
M4863,Rivers and Sons ,RESTAURANT,APAC,SG,Lisaburgh,2023-06-10,Active,27711027.3,susan52@santana.net
M5239,Steele-Strickland,atm withdrawal,North America,US,Lake Jessica,2023-10-30,Active,12723785.28,rhurst@ross.info
M2144," Gomez, Jenkins and Coleman",UTILITIES,LATAM,BR,East Victorialand,2021-12-03,Active,25371550.07,ischneider@crawford.com
M2481,"Nguyen, Marsh and Hall",HEALTHCARE,APAC,HK,Joshuaside,2026-05-03,Active,49382764.26,heatheryoung@stephens.com
M8110,Gonzalez-Porter,ATM Withdrawal,APAC,IN,East William,2023-12-25,Active,12139188.65,gmoore@anderson-smith.com
M8583,Avery-Baker,Retail,APAC,SG,Port Cynthiafurt,2024-10-03,Active,19203505.01,ann34@harris.com
M0636,"Cruz, Chan and Morales",Restaurant,North America,CA,Jamietown,2022-04-05,Active,19903494.06,brittanysmith@gibson.com
M8191,Hill and Sons,RETAIL,LATAM,CL,Lake Patricialand,2022-04-16,Active,20104600.0,wbishop@mendoza.com
M4229,Garza and Sons,atm withdrawal,North America,CA,East Patricia,2024-06-23,Active,18201227.25,gwilliams@bush.org
M7995,Mitchell Group,restaurant,APAC,JP,Jenniferview,2025-01-29,Active,5106513.7,beverett@mccann.info
M1854,"Diaz, Jackson and Wilson",Restaurant,APAC,SG,Matthewton,2025-07-03,Active,47981286.46,janice12@krause.com
M5270,Mcdonald Ltd,ATM Withdrawal,APAC,IN,Port Maryside,2023-07-22,Active,39109571.97,doughertysarah@roberts-wong.com
M1831," Davis, Henry and Carter",entertainment,LATAM,CO,East Justin,2022-07-01,Active,29104106.79,cheryl69@murphy.com
M8634,Kelley Group,ATM WITHDRAWAL,APAC,IN,Jasonhaven,2025-01-14,Active,32064978.32,vwarren@jones-norris.com
M3785,Cook PLC ,utilities,North America,US,Sarahburgh,2023-08-13,Active,24390412.67,hallmary@williams-smith.info
M2352,Stephens-Vazquez,RESTAURANT,APAC,HK,South Jacob,2025-06-16,Active,47443513.66,wrightpaul@murphy.biz
M4403,"Taylor, Johnson and Baker",RETAIL,LATAM,CO,Omarberg,2024-09-12,Active,36567905.0,sotochristina@welch.info
M8159,Bell PLC,RETAIL,EMEA,NL,South Luisfurt,2022-10-10,Active,9042619.02,susangarcia@anderson-hill.net
M5378,"White, Cunningham and Moore ",atm withdrawal,EMEA,NL,Kathleentown,2023-11-12,Active,26372828.93,darrellglenn@villa.org
M4394,Armstrong and Sons,atm withdrawal,EMEA,ZA,Markton,2023-08-27,Active,47569894.24,gregorymurillo@johnson.net
M7442,Leonard Group,entertainment,LATAM,CL,Wilsonfurt,2023-12-04,Active,33235764.28,bradyapril@garcia.net
M5213,Miller and Sons,Online,EMEA,FR,Port Veronicaland,2021-12-23,Active,30545504.65,haynesamy@frost-hughes.com
M7197,Jones PLC,travel,LATAM,BR,South Marcus,2021-12-08,Active,6863926.6,jessica23@porter.com
M5191,"Perkins, Hernandez and Hernandez",retail,EMEA,NL,North Jenniferside,2025-10-29,Active,41099366.23,xgriffin@hunter.org
M1725,"Baker, Davis and Ho",ATM WITHDRAWAL,EMEA,NL,East Pamelaville,2023-06-26,Active,44866043.44,timothygarcia@rodriguez.biz
M2914,Ramos-Phillips,Utilities,APAC,SG,Taylorfort,2024-01-06,Active,43163139.44,megan52@leach-beck.com
M2118,Lamb Inc,online,North America,US,Shannonhaven,2024-09-07,Active,35289808.68,kimberlyjones@edwards.com
M2474,"Long, Anderson and Green",Healthcare,North America,US,Trujilloshire,2025-07-05,Active,20783088.32,carriemorse@ryan-lewis.com
M7338," Daniel, Hayes and Hampton",ENTERTAINMENT,APAC,IN,East Briana,2025-01-04,Active,20027938.45,andrew12@parks.com
M4471," Knight, Campbell and Bowman",Retail,EMEA,AE,Debbieton,2025-09-19,Active,30435086.79,kimberly84@boone.org
M6844,Rogers-Quinn ,ONLINE,LATAM,AR,New Lisaland,2024-04-21,Active,49838156.54,monica74@ramos-terry.biz
M0784,"Calderon, Smith and Butler",ENTERTAINMENT,APAC,IN,South Carlos,2026-05-06,Active,19505618.27,jacqueline31@ellis.org
M0614,Strickland-Thomas,online,North America,MX,West Alejandro,2023-05-07,Active,18710859.47,nicholasgarcia@thompson.com
M0210,Gonzalez-Wilkerson ,UTILITIES,LATAM,CO,Lake Virginia,2024-03-06,Active,7277164.62,mayokimberly@castillo-harrington.com
M4824,Avila-Bailey,TRAVEL,APAC,AU,Lake Jamiebury,2025-04-16,Active,13704752.63,steven76@jackson.biz
M2367," Johnson, Brown and Young",ONLINE,APAC,AU,East John,2022-02-17,Active,1592943.44,ybridges@oneill-rosario.com
M3934,Little Ltd,Online,North America,CA,South Michael,2022-12-13,Active,12953401.43,uramirez@ortiz.net
M1144,"Padilla, Calhoun and Roberts",ONLINE,APAC,IN,New Jefferyburgh,2024-12-30,Active,12949018.36,mclaughlinjames@martinez.com
M2570,Clarke-Martinez ,UTILITIES,LATAM,BR,Riveraport,2025-09-15,Active,34151368.7,laura91@kelly.net
M7270,Brown-Reyes,ATM Withdrawal,North America,MX,Port Cherylmouth,2024-03-03,Active,35930330.45,angelathompson@bryant.info
M0561, Gibson LLC,ATM WITHDRAWAL,North America,US,East Markchester,2023-06-01,Active,24845825.98,andersonrobert@jones.com
M9593, Harris-Nguyen,ONLINE,APAC,IN,Michaelland,2023-10-21,Active,40935299.85,bobbymartinez@watson.com
M3688," Owens, Mclean and Rangel",ENTERTAINMENT,EMEA,GB,Henryview,2026-02-20,Active,48384594.63,ugrimes@rivas.com
M4553,Williams Group,Retail,LATAM,CL,North Patrick,2021-09-02,Active,16262136.24,jamesann@thomas-montgomery.org
M7845,"Baker, Ross and Garrett",TRAVEL,EMEA,NL,Port Natalie,2023-06-26,Active,46548833.61,matthew83@wright-reid.info
M1271,Wilkinson Ltd,Healthcare,EMEA,GB,Carlfurt,2023-06-02,Active,34567982.64,ashleysolis@mcmillan.info
M2499,Cunningham Inc,Restaurant,LATAM,CO,East Alex,2021-12-31,Active,31763621.62,bryanlee@simmons.biz
M2793,Davis and Sons,Entertainment,North America,CA,Bairdville,2026-02-12,Active,12106863.05,danielle31@smith.com
M7568,Johnson Ltd,Retail,APAC,HK,East Tristan,2024-01-31,Active,45406966.57,jason32@reed-smith.info
M8756,Ruiz-Munoz,Restaurant,EMEA,ZA,North Maureenhaven,2025-04-14,Active,19122397.97,oryan@hebert-nichols.info
M2130,Cooper-Mckenzie,ENTERTAINMENT,LATAM,CL,Chavezberg,2023-04-02,Active,28436737.56,ehernandez@avila-clark.biz
M9303,Frazier-Koch,ONLINE,EMEA,DE,North Monica,2025-01-17,Active,29902889.68,emartinez@rodriguez.com
M9381,"Anderson, Nelson and Byrd",Restaurant,LATAM,AR,North Lisa,2025-07-26,Active,33174972.05,charlesross@gilbert.com
M9045, Nguyen Inc,travel,EMEA,DE,Graceton,2025-01-29,Active,36227576.81,kyle02@horn.org
M8387,Bowman-Calhoun,Entertainment,APAC,AU,South Amy,2025-11-06,Active,5486382.82,michaelolson@rubio.com
M1735,Rodgers-Webb,Utilities,EMEA,GB,Dukeville,2025-03-31,Active,28652896.74,rmichael@aguilar.org
M8550," Walker, Walker and Fitzgerald",utilities,EMEA,ZA,Matthewchester,2026-06-12,Active,22466693.85,james11@richards.com
M4081,Brown LLC,Utilities,LATAM,AR,South Coleville,2022-07-30,Active,13703245.21,iking@brown.net
M6971,Haas-Johnson,ATM Withdrawal,APAC,SG,New Johnathan,2022-11-14,Active,18122678.02,tammy31@zuniga.net
M2777,Hodges Group,TRAVEL,EMEA,AE,East Daryl,2021-12-06,Active,39396825.99,strongstephanie@garcia.info
M4595," Mercer, Nguyen and Vazquez",entertainment,EMEA,GB,Grayport,2025-05-20,Active,20172613.34,samantharichardson@snow.com
M3826,"Mejia, Jimenez and Malone",UTILITIES,LATAM,BR,North Billy,2021-08-29,Active,15695429.22,johnsonerin@long-williams.com
M0014,White-Ford ,retail,APAC,JP,South Lindseyside,2021-12-12,Inactive,43824562.94,novaksara@martin.info
M9031,Reed-Leach,Restaurant,EMEA,FR,Markborough,2025-02-02,Active,14185543.56,wukrystal@hines-nielsen.com
M5561,Smith-Mercer,HEALTHCARE,LATAM,AR,West Rickey,2026-03-27,Active,31066991.92,thomaswilliams@jones-aguirre.com
M7974," Bryant, Bailey and Thompson",RETAIL,APAC,JP,Cynthiaton,2022-05-22,Active,28197272.89,thompsondavid@rodriguez-morris.com
M3007,"Werner, Miller and Johnson",utilities,APAC,JP,South Krista,2023-02-27,Active,122559.34,tony41@carter-thomas.info
